id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
199;LOL;requests;1566463984.690437;-0.6589038372039795;https://www.imdb.com//title/tt0137523/;https://www.imdb.com//title/tt0137523/;228773;200;True;
200;LOL;requests;1566463986.107685;-0.6756517887115479;https://www.imdb.com//title/tt0361748/;https://www.imdb.com//title/tt0361748/;228965;200;True;
201;LOL;requests;1566463987.5085928;-0.6752572059631348;https://www.imdb.com//title/tt0091763/;https://www.imdb.com//title/tt0091763/;219764;200;True;
202;LOL;requests;1566463988.915892;-0.5822131633758545;https://www.imdb.com//title/tt0119698/;https://www.imdb.com//title/tt0119698/;223312;200;True;
203;LOL;requests;1566463990.2286122;-0.6297609806060791;https://www.imdb.com//title/tt0046912/;https://www.imdb.com//title/tt0046912/;220650;200;True;
204;LOL;requests;1566463991.544666;-0.6541919708251953;https://www.imdb.com//title/tt0078748/;https://www.imdb.com//title/tt0078748/;223457;200;True;
205;LOL;requests;1566463992.937857;-0.8468649387359619;https://www.imdb.com//title/tt0892769/;https://www.imdb.com//title/tt0892769/;223496;200;True;
206;LOL;requests;1566463994.47063;-0.7104671001434326;https://www.imdb.com//title/tt0040897/;https://www.imdb.com//title/tt0040897/;214232;200;True;
207;LOL;requests;1566463995.869948;-0.8601741790771484;https://www.imdb.com//title/tt0114369/;https://www.imdb.com//title/tt0114369/;229621;200;True;
208;LOL;requests;1566463997.4714801;-0.767949104309082;https://www.imdb.com//title/tt0088763/;https://www.imdb.com//title/tt0088763/;227203;200;True;
209;LOL;requests;1566463998.9269319;-0.7289202213287354;https://www.imdb.com//title/tt5027774/;https://www.imdb.com//title/tt5027774/;227850;200;True;
210;LOL;requests;1566464000.333599;-0.8285009860992432;https://www.imdb.com//title/tt1375666/;https://www.imdb.com//title/tt1375666/;234625;200;True;
211;LOL;requests;1566464001.847156;-0.7170207500457764;https://www.imdb.com//title/tt0347149/;https://www.imdb.com//title/tt0347149/;224010;200;True;
212;LOL;requests;1566464003.245641;-0.61661696434021;https://www.imdb.com//title/tt0112641/;https://www.imdb.com//title/tt0112641/;220171;200;True;
213;LOL;requests;1566464004.600172;-0.6568608283996582;https://www.imdb.com//title/tt0758758/;https://www.imdb.com//title/tt0758758/;222009;200;True;
214;LOL;requests;1566464005.9391801;-0.7170958518981934;https://www.imdb.com//title/tt0015324/;https://www.imdb.com//title/tt0015324/;206581;200;True;
215;LOL;requests;1566464007.3191528;-0.7673821449279785;https://www.imdb.com//title/tt0050825/;https://www.imdb.com//title/tt0050825/;226039;200;True;
216;LOL;requests;1566464008.7606442;-0.9731159210205078;https://www.imdb.com//title/tt1979376/;https://www.imdb.com//title/tt1979376/;230839;200;True;
217;LOL;requests;1566464010.416654;-0.8215959072113037;https://www.imdb.com//title/tt1979320/;https://www.imdb.com//title/tt1979320/;223430;200;True;
218;LOL;requests;1566464012.002916;-1.0968868732452393;https://www.imdb.com//title/tt4633694/;https://www.imdb.com//title/tt4633694/;227437;200;True;
219;LOL;requests;1566464013.825818;-0.6803889274597168;https://www.imdb.com//title/tt1954470/;https://www.imdb.com//title/tt1954470/;239345;200;True;
220;LOL;requests;1566464015.150969;-1.0072829723358154;https://www.imdb.com//title/tt0108052/;https://www.imdb.com//title/tt0108052/;223728;200;True;
221;LOL;requests;1566464016.839516;-0.9211380481719971;https://www.imdb.com//title/tt3170832/;https://www.imdb.com//title/tt3170832/;223963;200;True;
222;LOL;requests;1566464018.4953852;-0.768143892288208;https://www.imdb.com//title/tt2267998/;https://www.imdb.com//title/tt2267998/;222380;200;True;
223;LOL;requests;1566464019.943535;-0.7442069053649902;https://www.imdb.com//title/tt0120815/;https://www.imdb.com//title/tt0120815/;225498;200;True;
224;LOL;requests;1566464021.372174;-1.0534911155700684;https://www.imdb.com//title/tt0107207/;https://www.imdb.com//title/tt0107207/;215770;200;True;
225;LOL;requests;1566464023.101547;-1.080859899520874;https://www.imdb.com//title/tt1201607/;https://www.imdb.com//title/tt1201607/;226831;200;True;
226;LOL;requests;1566464024.8620749;-0.696986198425293;https://www.imdb.com//title/tt0042876/;https://www.imdb.com//title/tt0042876/;210029;200;True;
227;LOL;requests;1566464026.300978;-0.6691901683807373;https://www.imdb.com//title/tt0169858/;https://www.imdb.com//title/tt0169858/;219293;200;True;
228;LOL;requests;1566464027.6487548;-0.7070400714874268;https://www.imdb.com//title/tt0266543/;https://www.imdb.com//title/tt0266543/;233629;200;True;
229;LOL;requests;1566464029.048586;-0.8947489261627197;https://www.imdb.com//title/tt0027977/;https://www.imdb.com//title/tt0027977/;215964;200;True;
230;LOL;requests;1566464030.674869;-0.7055678367614746;https://www.imdb.com//title/tt0079470/;https://www.imdb.com//title/tt0079470/;222093;200;True;
231;LOL;requests;1566464032.0666711;-0.8371729850769043;https://www.imdb.com//title/tt0476735/;https://www.imdb.com//title/tt0476735/;205506;200;True;
232;LOL;requests;1566464033.631505;-0.6040999889373779;https://www.imdb.com//title/tt1255953/;https://www.imdb.com//title/tt1255953/;217140;200;True;
